time,hrms,tp,swl
7977600,0.843,7.377,0.2819
7981200,0.843,7.377,-0.0090
7984800,0.843,7.377,-0.2943
7988400,0.843,7.377,-0.5028
7992000,0.842,7.377,-0.5836
7995600,0.842,7.377,-0.5181
7999200,0.842,7.376,-0.3244
8002800,0.842,7.376,-0.0522
8006400,0.842,7.376,0.2297
8010000,0.842,7.376,0.4509
8013600,0.841,7.376,0.5572
8017200,0.841,7.376,0.5233
8020800,0.841,7.376,0.3596
8024400,0.841,7.375,0.1083
8028000,0.841,7.375,-0.1668
8031600,0.840,7.375,-0.3970
8035200,0.840,7.375,-0.5254
8038800,0.840,7.375,-0.5215
8042400,0.840,7.375,-0.3877
8046000,0.840,7.374,-0.1591
8049600,0.839,7.374,0.1063
8053200,0.839,7.374,0.3419
8056800,0.839,7.374,0.4895
8060400,0.839,7.374,0.5133
8064000,0.839,7.374,0.4091
8067600,0.838,7.374,0.2042
8071200,0.838,7.373,-0.0489
8074800,0.838,7.373,-0.2867
8078400,0.838,7.373,-0.4503
8082000,0.838,7.373,-0.4997
8085600,0.838,7.373,-0.4240
8089200,0.837,7.373,-0.2438
8092800,0.837,7.372,-0.0050
8096400,0.837,7.372,0.2322
8100000,0.837,7.372,0.4087
8103600,0.837,7.372,0.4813
8107200,0.836,7.372,0.4332
8110800,0.836,7.372,0.2778
8114400,0.836,7.371,0.0550
8118000,0.836,7.371,-0.1789
8121600,0.836,7.371,-0.3656
8125200,0.835,7.371,-0.4591
8128800,0.835,7.371,-0.4372
8132400,0.835,7.371,-0.3067
8136000,0.835,7.371,-0.1011
8139600,0.835,7.370,0.1274
8143200,0.834,7.370,0.3217
8146800,0.834,7.370,0.4338
8150400,0.834,7.370,0.4366
8154000,0.834,7.370,0.3307
8157600,0.834,7.370,0.1434
8161200,0.834,7.369,-0.0778
8164800,0.833,7.369,-0.2774
8168400,0.833,7.369,-0.4060
8172000,0.833,7.369,-0.4321
8175600,0.833,7.369,-0.3503
8179200,0.833,7.369,-0.1819
8182800,0.832,7.368,0.0304
8186400,0.832,7.368,0.2333
8190000,0.832,7.368,0.3763
8193600,0.832,7.368,0.4243
8197200,0.832,7.368,0.3660
8200800,0.831,7.368,0.2170
8204400,0.831,7.368,0.0149
8208000,0.831,7.367,-0.1895
8211600,0.831,7.367,-0.3451
8215200,0.831,7.367,-0.4136
8218800,0.830,7.367,-0.3783
8222400,0.830,7.367,-0.2489
8226000,0.830,7.367,-0.0581
8229600,0.830,7.366,0.1461
8233200,0.830,7.366,0.3128
8236800,0.829,7.366,0.4004
8240400,0.829,7.366,0.3876
8244000,0.829,7.366,0.2780
8247600,0.829,7.366,0.0995
8251200,0.829,7.365,-0.1032
8254800,0.828,7.365,-0.2794
8258400,0.828,7.365,-0.3851
8262000,0.828,7.365,-0.3942
8265600,0.828,7.365,-0.3047
8269200,0.828,7.365,-0.1393
8272800,0.828,7.365,0.0607
8276400,0.827,7.364,0.2450
8280000,0.827,7.364,0.3678
8283600,0.827,7.364,0.3984
8287200,0.827,7.364,0.3292
8290800,0.827,7.364,0.1777
8294400,0.826,7.364,-0.0182
8298000,0.826,7.363,-0.2096
8301600,0.826,7.363,-0.3485
8305200,0.826,7.363,-0.4002
8308800,0.826,7.363,-0.3518
8312400,0.825,7.363,-0.2151
8316000,0.825,7.363,-0.0243
8319600,0.825,7.362,0.1729
8323200,0.825,7.362,0.3272
8326800,0.825,7.362,0.3999
8330400,0.824,7.362,0.3725
8334000,0.824,7.362,0.2516
8337600,0.824,7.362,0.0672
8341200,0.824,7.361,-0.1347
8344800,0.824,7.361,-0.3036
8348400,0.823,7.361,-0.3971
8352000,0.823,7.361,-0.3913
8355600,0.823,7.361,-0.2873
8359200,0.823,7.361,-0.1106
8362800,0.823,7.360,0.0948
8366400,0.822,7.360,0.2776
8370000,0.822,7.360,0.3917
8373600,0.822,7.360,0.4082
8377200,0.822,7.360,0.3222
8380800,0.822,7.360,0.1547
8384400,0.821,7.359,-0.0529
8388000,0.821,7.359,-0.2486
8391600,0.821,7.359,-0.3834
8395200,0.821,7.359,-0.4228
8398800,0.821,7.359,-0.3562
8402400,0.820,7.359,-0.1995
8406000,0.820,7.359,0.0087
8409600,0.820,7.358,0.2165
8413200,0.820,7.358,0.3717
8416800,0.820,7.358,0.4348
8420400,0.819,7.358,0.3890
8424000,0.819,7.358,0.2450
8427600,0.819,7.358,0.0379
8431200,0.819,7.357,-0.1808
8434800,0.819,7.357,-0.3561
8438400,0.818,7.357,-0.4436
8442000,0.818,7.357,-0.4203
8445600,0.818,7.357,-0.2909
8449200,0.818,7.357,-0.0869
8452800,0.818,7.356,0.1412
8456400,0.817,7.356,0.3362
8460000,0.817,7.356,0.4487
8463600,0.817,7.356,0.4495
8467200,0.817,7.356,0.3370
8470800,0.817,7.356,0.1384
8474400,0.816,7.355,-0.0974
8478000,0.816,7.355,-0.3114
8481600,0.816,7.355,-0.4495
8485200,0.816,7.355,-0.4759
8488800,0.816,7.355,-0.3827
8492400,0.816,7.355,-0.1919
8496000,0.815,7.354,0.0495
8499600,0.815,7.354,0.2814
8503200,0.815,7.354,0.4452
8506800,0.815,7.354,0.4988
8510400,0.815,7.354,0.4273
8514000,0.814,7.354,0.2472
8517600,0.814,7.353,0.0026
8521200,0.814,7.353,-0.2458
8524800,0.814,7.353,-0.4353
8528400,0.814,7.353,-0.5174
8532000,0.813,7.353,-0.4701
8535600,0.813,7.353,-0.3037
8539200,0.813,7.352,-0.0587
8542800,0.813,7.352,0.2043
8546400,0.813,7.352,0.4191
8550000,0.812,7.352,0.5309
8553600,0.812,7.352,0.5103
8557200,0.812,7.352,0.3607
8560800,0.812,7.351,0.1183
8564400,0.812,7.351,-0.1569
8568000,0.811,7.351,-0.3961
8571600,0.811,7.351,-0.5383
8575200,0.811,7.351,-0.5467
8578800,0.811,7.351,-0.4173
8582400,0.811,7.350,-0.1811
8586000,0.810,7.350,0.1037
8589600,0.810,7.350,0.3659
8593200,0.810,7.350,0.5390
8596800,0.810,7.350,0.5784
8600400,0.810,7.350,0.4724
8604000,0.809,7.349,0.2461
8607600,0.809,7.349,-0.0450
8611200,0.809,7.349,-0.3283
8614800,0.809,7.349,-0.5321
8618400,0.809,7.349,-0.6043
8622000,0.808,7.349,-0.5250
8625600,0.808,7.348,-0.3124
8629200,0.808,7.348,-0.0187
8632800,0.808,7.348,0.2832
8636400,0.808,7.348,0.5172
8640000,0.807,7.348,0.6235
8643600,0.807,7.348,0.5739
8647200,0.807,7.347,0.3791
8650800,0.807,7.347,0.0866
8654400,0.807,7.347,-0.2309
8658000,0.806,7.347,-0.4937
8661600,0.806,7.347,-0.6350
8665200,0.806,7.347,-0.6178
8668800,0.806,7.346,-0.4448
8672400,0.805,7.346,-0.1579
8676000,0.805,7.346,0.1717
8679600,0.805,7.346,0.4615
8683200,0.805,7.346,0.6380
8686800,0.805,7.346,0.6556
8690400,0.804,7.345,0.5083
8694000,0.804,7.345,0.2315
8697600,0.804,7.345,-0.1062
8701200,0.804,7.345,-0.4205
8704800,0.804,7.345,-0.6318
8708400,0.803,7.345,-0.6861
8712000,0.803,7.344,-0.5681
8715600,0.803,7.344,-0.3061
8719200,0.803,7.344,0.0354
8722800,0.803,7.344,0.3709
8726400,0.802,7.344,0.6160
8730000,0.802,7.344,0.7082
8733600,0.802,7.343,0.6230
8737200,0.802,7.343,0.3803
8740800,0.802,7.343,0.0399
8744400,0.801,7.343,-0.3133
8748000,0.801,7.343,-0.5904
8751600,0.801,7.343,-0.7212
8755200,0.801,7.342,-0.6715
8758800,0.801,7.342,-0.4526
8762400,0.800,7.342,-0.1182
8766000,0.800,7.342,0.2483
8769600,0.800,7.342,0.5550
8773200,0.800,7.342,0.7242
8776800,0.800,7.341,0.7125
8780400,0.799,7.341,0.5216
8784000,0.799,7.341,0.1983
8787600,0.799,7.341,-0.1769
8791200,0.799,7.341,-0.5100
8794800,0.799,7.340,-0.7169
8798400,0.798,7.340,-0.7448
8802000,0.798,7.340,-0.5858
8805600,0.798,7.340,-0.2786
8809200,0.798,7.340,0.1002
8812800,0.798,7.340,0.4559
8816400,0.797,7.339,0.6989
8820000,0.797,7.339,0.7675
8823600,0.797,7.339,0.6437
8827200,0.797,7.339,0.3576
8830800,0.797,7.339,-0.0196
8834400,0.796,7.339,-0.3936
8838000,0.796,7.338,-0.6703
8841600,0.796,7.338,-0.7798
8845200,0.796,7.338,-0.6940
8848800,0.796,7.338,-0.4336
8852400,0.795,7.338,-0.0634
8856000,0.795,7.338,0.3240
8859600,0.795,7.337,0.6314
8863200,0.795,7.337,0.7813
8866800,0.795,7.337,0.7356
8870400,0.794,7.337,0.5051
8874000,0.794,7.337,0.1473
8877600,0.794,7.337,-0.2484
8881200,0.794,7.336,-0.5827
8884800,0.794,7.336,-0.7716
8888400,0.793,7.336,-0.7673
8892000,0.793,7.336,-0.5706
8895600,0.793,7.336,-0.2304
8899200,0.793,7.336,0.1681
8902800,0.793,7.335,0.5251
8906400,0.792,7.335,0.7508
8910000,0.792,7.335,0.7886
8913600,0.792,7.335,0.6287
8917200,0.792,7.335,0.3110
8920800,0.791,7.334,-0.0848
8924400,0.791,7.334,-0.4596
8928000,0.791,7.334,-0.7193
8931600,0.791,7.334,-0.7989
8935200,0.791,7.334,-0.6782
8938800,0.790,7.334,-0.3876
8942400,0.790,7.333,0.0000
8946000,0.790,7.333,0.3875
8949600,0.790,7.333,0.6777
8953200,0.790,7.333,0.7979
8956800,0.789,7.333,0.7181
8960400,0.789,7.333,0.4586
8964000,0.789,7.332,0.0846
8967600,0.789,7.332,-0.3101
8971200,0.789,7.332,-0.6266
8974800,0.788,7.332,-0.7857
8978400,0.788,7.332,-0.7477
8982000,0.788,7.332,-0.5227
8985600,0.788,7.331,-0.1673
8989200,0.788,7.331,0.2292
8992800,0.787,7.331,0.5673
8996400,0.787,7.331,0.7626
9000000,0.787,7.331,0.7665
9003600,0.787,7.330,0.5786
9007200,0.787,7.330,0.2465
9010800,0.786,7.330,-0.1462
9014400,0.786,7.330,-0.5010
9018000,0.786,7.330,-0.7292
9021600,0.786,7.330,-0.7742
9025200,0.786,7.329,-0.6254
9028800,0.785,7.329,-0.3208
9032400,0.785,7.329,0.0628
9036000,0.785,7.329,0.4290
9039600,0.785,7.329,0.6864
9043200,0.784,7.329,0.7709
9046800,0.784,7.328,0.6624
9050400,0.784,7.328,0.3888
9054000,0.784,7.328,0.0194
9057600,0.784,7.328,-0.3530
9061200,0.783,7.328,-0.6351
9064800,0.783,7.328,-0.7570
9068400,0.783,7.327,-0.6890
9072000,0.783,7.327,-0.4493
9075600,0.783,7.327,-0.0987
9079200,0.782,7.327,0.2744
9082800,0.782,7.327,0.5766
9086400,0.782,7.326,0.7329
9090000,0.782,7.326,0.7051
9093600,0.782,7.326,0.5014
9097200,0.781,7.326,0.1738
9100800,0.781,7.326,-0.1948
9104400,0.781,7.326,-0.5123
9108000,0.781,7.325,-0.6995
9111600,0.781,7.325,-0.7107
9115200,0.780,7.325,-0.5444
9118800,0.780,7.325,-0.2435
9122400,0.780,7.325,0.1159
9126000,0.780,7.325,0.4435
9129600,0.780,7.324,0.6578
9133200,0.779,7.324,0.7062
9136800,0.779,7.324,0.5779
9140400,0.779,7.324,0.3065
9144000,0.779,7.324,-0.0390
9147600,0.778,7.323,-0.3718
9151200,0.778,7.323,-0.6089
9154800,0.778,7.323,-0.6920
9158400,0.778,7.323,-0.6017
9162000,0.778,7.323,-0.3622
9165600,0.777,7.323,-0.0345
9169200,0.777,7.322,0.2987
9172800,0.777,7.322,0.5542
9176400,0.777,7.322,0.6691
9180000,0.777,7.322,0.6159
9183600,0.776,7.322,0.4098
9187200,0.776,7.322,0.1035
9190800,0.776,7.321,-0.2255
9194400,0.776,7.321,-0.4949
9198000,0.776,7.321,-0.6382
9201600,0.775,7.321,-0.6208
9205200,0.775,7.321,-0.4489
9208800,0.775,7.320,-0.1670
9212400,0.775,7.320,0.1536
9216000,0.775,7.320,0.4324
9219600,0.774,7.320,0.6004
9223200,0.774,7.320,0.6169
9226800,0.774,7.320,0.4795
9230400,0.774,7.319,0.2242
9234000,0.773,7.319,-0.0841
9237600,0.773,7.319,-0.3680
9241200,0.773,7.319,-0.5569
9244800,0.773,7.319,-0.6049
9248400,0.773,7.319,-0.5017
9252000,0.772,7.318,-0.2747
9255600,0.772,7.318,0.0181
9259200,0.772,7.318,0.3029
9262800,0.772,7.318,0.5089
9266400,0.772,7.318,0.5856
9270000,0.771,7.317,0.5156
9273600,0.771,7.317,0.3180
9277200,0.771,7.317,0.0436
9280800,0.771,7.317,-0.2383
9284400,0.771,7.317,-0.4574
9288000,0.770,7.317,-0.5600
9291600,0.770,7.316,-0.5218
9295200,0.770,7.316,-0.3541
9298800,0.770,7.316,-0.1004
9302400,0.770,7.316,0.1752
9306000,0.769,7.316,0.4038
9309600,0.769,7.315,0.5290
9313200,0.769,7.315,0.5209
9316800,0.769,7.315,0.3832
9320400,0.768,7.315,0.1518
9324000,0.768,7.315,-0.1145
9327600,0.768,7.315,-0.3490
9331200,0.768,7.314,-0.4937
9334800,0.768,7.314,-0.5136
9338400,0.767,7.314,-0.4054
9342000,0.767,7.314,-0.1977
9345600,0.767,7.314,0.0568
9349200,0.767,7.313,0.2939
9352800,0.767,7.313,0.4550
9356400,0.766,7.313,0.5008
9360000,0.766,7.313,0.4213
9363600,0.766,7.313,0.2379
9367200,0.766,7.313,-0.0025
9370800,0.766,7.312,-0.2394
9374400,0.765,7.312,-0.4138
9378000,0.765,7.312,-0.4831
9381600,0.765,7.312,-0.4313
9385200,0.765,7.312,-0.2727
9388800,0.764,7.312,-0.0480
9392400,0.764,7.311,0.1860
9396000,0.764,7.311,0.3710
9399600,0.764,7.311,0.4615
9403200,0.764,7.311,0.4360
9406800,0.763,7.311,0.3022
9410400,0.763,7.310,0.0946
9414000,0.763,7.310,-0.1343
9417600,0.763,7.310,-0.3273
9421200,0.763,7.310,-0.4367
9424800,0.762,7.310,-0.4361
9428400,0.762,7.310,-0.3269
9432000,0.762,7.309,-0.1373
9435600,0.762,7.309,0.0846
9439200,0.762,7.309,0.2832
9442800,0.761,7.309,0.4093
9446400,0.761,7.309,0.4322
9450000,0.761,7.308,0.3472
9453600,0.761,7.308,0.1763
9457200,0.760,7.308,-0.0370
9460800,0.760,7.308,-0.2392
9464400,0.760,7.308,-0.3800
9468000,0.760,7.308,-0.4249
9471600,0.760,7.307,-0.3635
9475200,0.759,7.307,-0.2118
9478800,0.759,7.307,-0.0085
9482400,0.759,7.307,0.1955
9486000,0.759,7.307,0.3492
9489600,0.759,7.306,0.4147
9493200,0.758,7.306,0.3763
9496800,0.758,7.306,0.2442
9500400,0.758,7.306,0.0520
9504000,0.758,7.306,-0.1521
9507600,0.758,7.306,-0.3171
9511200,0.757,7.305,-0.4020
9514800,0.757,7.305,-0.3861
9518400,0.757,7.305,-0.2738
9522000,0.757,7.305,-0.0936
9525600,0.756,7.305,0.1093
9529200,0.756,7.304,0.2840
9532800,0.756,7.304,0.3871
9536400,0.756,7.304,0.3932
9540000,0.756,7.304,0.3009
9543600,0.755,7.304,0.1336
9547200,0.755,7.304,-0.0667
9550800,0.755,7.303,-0.2499
9554400,0.755,7.303,-0.3703
9558000,0.755,7.303,-0.3978
9561600,0.754,7.303,-0.3258
9565200,0.754,7.303,-0.1723
9568800,0.754,7.302,0.0243
9572400,0.754,7.302,0.2147
9576000,0.754,7.302,0.3514
9579600,0.753,7.302,0.4002
9583200,0.753,7.302,0.3487
9586800,0.753,7.302,0.2099
9590400,0.753,7.301,0.0182
9594000,0.752,7.301,-0.1783
9597600,0.752,7.301,-0.3305
9601200,0.752,7.301,-0.4003
9604800,0.752,7.301,-0.3698
9608400,0.752,7.300,-0.2466
9612000,0.751,7.300,-0.0611
9615600,0.751,7.300,0.1404
9619200,0.751,7.300,0.3074
9622800,0.751,7.300,0.3980
9626400,0.751,7.300,0.3891
9630000,0.750,7.299,0.2825
9633600,0.750,7.299,0.1045
9637200,0.750,7.299,-0.1007
9640800,0.750,7.299,-0.2818
9644400,0.750,7.299,-0.3931
9648000,0.749,7.298,-0.4064
9651600,0.749,7.298,-0.3176
9655200,0.749,7.298,-0.1485
9658800,0.749,7.298,0.0591
9662400,0.749,7.298,0.2534
9666000,0.748,7.298,0.3854
9669600,0.748,7.297,0.4216
9673200,0.748,7.297,0.3521
9676800,0.748,7.297,0.1935
9680400,0.748,7.297,-0.0150
9684000,0.748,7.297,-0.2214
9687600,0.748,7.297,-0.3739
9691200,0.748,7.297,-0.4337
9694800,0.748,7.297,-0.3847
9698400,0.748,7.297,-0.2384
9702000,0.748,7.297,-0.0306
9705600,0.748,7.297,0.1872
9709200,0.748,7.297,0.3601
9712800,0.748,7.298,0.4445
9716400,0.749,7.298,0.4180
9720000,0.749,7.298,0.2865
9723600,0.750,7.299,0.0818
9727200,0.750,7.299,-0.1451
9730800,0.751,7.300,-0.3374
9734400,0.753,7.301,-0.4460
9738000,0.754,7.302,-0.4426
9741600,0.755,7.304,-0.3267
9745200,0.757,7.305,-0.1259
9748800,0.760,7.307,0.1103
9752400,0.762,7.310,0.3232
9756000,0.765,7.312,0.4591
9759600,0.769,7.315,0.4832
9763200,0.773,7.319,0.3885
9766800,0.777,7.322,0.1978
9770400,0.782,7.327,-0.0415
9774000,0.788,7.332,-0.2691
9777600,0.795,7.337,-0.4270
9781200,0.802,7.344,-0.4739
9784800,0.811,7.351,-0.3957
9788400,0.820,7.358,-0.2099
9792000,0.830,7.367,0.0390
9795600,0.842,7.376,0.2901
9799200,0.854,7.387,0.4812
9802800,0.868,7.398,0.5646
9806400,0.883,7.410,0.5194
9810000,0.900,7.423,0.3567
9813600,0.918,7.437,0.1177
9817200,0.937,7.452,-0.1366
9820800,0.958,7.468,-0.3404
9824400,0.980,7.485,-0.4398
9828000,1.003,7.502,-0.4062
9831600,1.028,7.521,-0.2442
9835200,1.055,7.541,0.0094
9838800,1.083,7.561,0.2943
9842400,1.112,7.582,0.5416
9846000,1.143,7.603,0.6914
9849600,1.174,7.625,0.7074
9853200,1.207,7.648,0.5870
9856800,1.241,7.671,0.3619
9860400,1.275,7.694,0.0906
9864000,1.310,7.717,-0.1557
9867600,1.346,7.740,-0.3114
9871200,1.381,7.763,-0.3329
9874800,1.417,7.786,-0.2096
9878400,1.453,7.808,0.0322
9882000,1.488,7.830,0.3365
9885600,1.522,7.851,0.6304
9889200,1.556,7.871,0.8430
9892800,1.588,7.890,0.9226
9896400,1.619,7.908,0.8507
9900000,1.648,8.141,0.6464
9903600,1.675,8.384,0.3623
9907200,1.700,8.607,0.0717
9910800,1.722,8.808,-0.1501
9914400,1.742,8.987,-0.2441
9918000,1.760,9.140,-0.1835
9921600,1.774,9.268,0.0199
9925200,1.785,9.369,0.3176
9928800,1.793,9.442,0.6368
9932400,1.798,9.485,0.8980
9936000,1.800,9.500,1.0351
9939600,1.798,9.485,1.0125
9943200,1.793,9.442,0.8339
9946800,1.785,9.369,0.5424
9950400,1.774,9.268,0.2093
9954000,1.760,9.140,-0.0826
9957600,1.742,8.987,-0.2609
9961200,1.722,8.808,-0.2810
9964800,1.699,8.607,-0.1379
9968400,1.674,8.384,0.1317
9972000,1.647,8.141,0.4589
9975600,1.618,7.908,0.7595
9979200,1.587,7.889,0.9547
9982800,1.554,7.870,0.9916
9986400,1.521,7.850,0.8564
9990000,1.486,7.828,0.5786
9993600,1.450,7.806,0.2236
9997200,1.414,7.784,-0.1230
10000800,1.378,7.761,-0.3773
10004400,1.342,7.738,-0.4776
10008000,1.306,7.714,-0.4007
10011600,1.271,7.691,-0.1678
10015200,1.236,7.667,0.1606
10018800,1.201,7.644,0.4993
10022400,1.168,7.621,0.7600
10026000,1.136,7.599,0.8734
10029600,1.105,7.577,0.8069
10033200,1.075,7.555,0.5729
10036800,1.046,7.534,0.2263
10040400,1.019,7.514,-0.1491
10044000,0.994,7.495,-0.4616
10047600,0.969,7.477,-0.6346
10051200,0.947,7.459,-0.6257
10054800,0.925,7.443,-0.4382
10058400,0.906,7.427,-0.1199
10062000,0.887,7.413,0.2481
10065600,0.870,7.399,0.5717
10069200,0.854,7.386,0.7678
10072800,0.840,7.375,0.7847
10076400,0.827,7.364,0.6159
10080000,0.815,7.354,0.3014
10083600,0.804,7.345,-0.0817
10087200,0.794,7.337,-0.4383
10090800,0.785,7.329,-0.6797
10094400,0.777,7.322,-0.7455
10098000,0.770,7.316,-0.6189
10101600,0.764,7.311,-0.3315
10105200,0.758,7.306,0.0446
10108800,0.753,7.301,0.4147
10112400,0.748,7.298,0.6854
10116000,0.744,7.294,0.7878
10119600,0.741,7.291,0.6951
10123200,0.738,7.288,0.4295
10126800,0.735,7.286,0.0568
10130400,0.733,7.284,-0.3301
10134000,0.731,7.282,-0.6342
10137600,0.729,7.281,-0.7790
10141200,0.727,7.279,-0.7279
10144800,0.726,7.278,-0.4933
10148400,0.725,7.277,-0.1336
10152000,0.724,7.276,0.2612
10155600,0.723,7.275,0.5918
10159200,0.722,7.274,0.7750
10162800,0.721,7.274,0.7646
10166400,0.720,7.273,0.5626
10170000,0.720,7.273,0.2193
10173600,0.719,7.272,-0.1794
10177200,0.719,7.272,-0.5336
10180800,0.718,7.271,-0.7543
10184400,0.718,7.271,-0.7861
10188000,0.718,7.271,-0.6208
10191600,0.717,7.271,-0.2996
10195200,0.717,7.270,0.0970
10198800,0.717,7.270,0.4695
10202400,0.717,7.270,0.7246
10206000,0.716,7.270,0.7982
10209600,0.716,7.269,0.6718
10213200,0.716,7.269,0.3770
10216800,0.716,7.269,-0.0121
10220400,0.715,7.269,-0.3981
10224000,0.715,7.268,-0.6841
10227600,0.715,7.268,-0.7986
10231200,0.715,7.268,-0.7129
10234800,0.714,7.268,-0.4488
10238400,0.714,7.268,-0.0726
10242000,0.714,7.267,0.3214
10245600,0.714,7.267,0.6343
10249200,0.714,7.267,0.7878
10252800,0.713,7.267,0.7439
10256400,0.713,7.267,0.5138
10260000,0.713,7.267,0.1556
10263600,0.713,7.266,-0.2408
10267200,0.712,7.266,-0.5760
10270800,0.712,7.266,-0.7662
10274400,0.712,7.266,-0.7641
10278000,0.712,7.266,-0.5708
10281600,0.712,7.265,-0.2353
10285200,0.711,7.265,0.1580
10288800,0.711,7.265,0.5105
10292400,0.711,7.265,0.7341
10296000,0.711,7.265,0.7732
10299600,0.711,7.264,0.6189
10303200,0.710,7.264,0.3103
10306800,0.710,7.264,-0.0746
10310400,0.710,7.264,-0.4392
10314000,0.710,7.264,-0.6924
10317600,0.709,7.263,-0.7714
10321200,0.709,7.263,-0.6571
10324800,0.709,7.263,-0.3791
10328400,0.709,7.263,-0.0078
10332000,0.709,7.263,0.3637
10335600,0.708,7.262,0.6422
10339200,0.708,7.262,0.7588
10342800,0.708,7.262,0.6851
10346400,0.708,7.262,0.4406
10350000,0.708,7.262,0.0875
10353600,0.707,7.262,-0.2854
10357200,0.707,7.261,-0.5847
10360800,0.707,7.261,-0.7360
10364400,0.707,7.261,-0.7026
10368000,0.706,7.261,-0.4938
10371600,0.706,7.261,-0.1632
10375200,0.706,7.260,0.2059
10378800,0.706,7.260,0.5211
10382400,0.706,7.260,0.7038
10386000,0.705,7.260,0.7095
10389600,0.705,7.260,0.5381
10393200,0.705,7.259,0.2336
10396800,0.705,7.259,-0.1269
10400400,0.705,7.259,-0.4529
10404000,0.704,7.259,-0.6632
10407600,0.704,7.259,-0.7063
10411200,0.704,7.258,-0.5728
10414800,0.704,7.258,-0.2975
10418400,0.703,7.258,0.0497
10422000,0.703,7.258,0.3816
10425600,0.703,7.258,0.6153
10429200,0.703,7.257,0.6934
10432800,0.703,7.257,0.5979
10436400,0.702,7.257,0.3541
10440000,0.702,7.257,0.0242
10443600,0.702,7.257,-0.3086
10447200,0.702,7.257,-0.5613
10450800,0.702,7.256,-0.6716
10454400,0.701,7.256,-0.6134
10458000,0.701,7.256,-0.4027
10461600,0.701,7.256,-0.0938
10465200,0.701,7.256,0.2354
10468800,0.700,7.255,0.5026
10472400,0.700,7.255,0.6418
10476000,0.700,7.255,0.6195
10479600,0.700,7.255,0.4430
10483200,0.700,7.255,0.1580
10486800,0.699,7.254,-0.1634
10490400,0.699,7.254,-0.4405
10494000,0.699,7.254,-0.6049
10497600,0.699,7.254,-0.6167
10501200,0.698,7.254,-0.4747
10504800,0.698,7.253,-0.2160
10508400,0.698,7.253,0.0936
10512000,0.698,7.253,0.3764
10515600,0.698,7.253,0.5622
10519200,0.697,7.253,0.6058
10522800,0.697,7.252,0.4979
10526400,0.697,7.252,0.2673
10530000,0.697,7.252,-0.0272
10533600,0.697,7.252,-0.3115
10537200,0.696,7.252,-0.5148
10540800,0.696,7.252,-0.5874
10544400,0.696,7.251,-0.5129
10548000,0.696,7.251,-0.3115
10551600,0.695,7.251,-0.0350
10555200,0.695,7.251,0.2469
10558800,0.695,7.251,0.4639
10562400,0.695,7.250,0.5627
10566000,0.695,7.250,0.5201
10569600,0.694,7.250,0.3486
10573200,0.694,7.250,0.0924
10576800,0.694,7.250,-0.1837
10580400,0.694,7.249,-0.4106
10584000,0.694,7.249,-0.5324
10587600,0.693,7.249,-0.5202
10591200,0.693,7.249,-0.3786
10594800,0.693,7.249,-0.1445
10598400,0.693,7.248,0.1227
10602000,0.692,7.248,0.3560
10605600,0.692,7.248,0.4978
10609200,0.692,7.248,0.5138
10612800,0.692,7.248,0.4017
10616400,0.692,7.247,0.1910
10620000,0.691,7.247,-0.0646
10623600,0.691,7.247,-0.3011
10627200,0.691,7.247,-0.4596
10630800,0.691,7.247,-0.5017
10634400,0.691,7.246,-0.4184
10638000,0.690,7.246,-0.2320
10641600,0.690,7.246,0.0100
10645200,0.690,7.246,0.2465
10648800,0.690,7.246,0.4189
10652400,0.689,7.246,0.4848
10656000,0.689,7.245,0.4292
10659600,0.689,7.245,0.2674
10663200,0.689,7.245,0.0409
10666800,0.689,7.245,-0.1931
10670400,0.688,7.245,-0.3764
10674000,0.688,7.244,-0.4638
10677600,0.688,7.244,-0.4347
10681200,0.688,7.244,-0.2977
10684800,0.688,7.244,-0.0880
10688400,0.687,7.244,0.1413
10692000,0.687,7.243,0.3329
10695600,0.687,7.243,0.4395
10699200,0.687,7.243,0.4355
10702800,0.686,7.243,0.3230
10706400,0.686,7.243,0.1312
10710000,0.686,7.242,-0.0914
10713600,0.686,7.242,-0.2890
10717200,0.686,7.242,-0.4126
10720800,0.685,7.242,-0.4322
10724400,0.685,7.242,-0.3439
10728000,0.685,7.241,-0.1707
10731600,0.685,7.241,0.0436
10735200,0.685,7.241,0.2451
10738800,0.684,7.241,0.3837
10742400,0.684,7.241,0.4255
10746000,0.684,7.240,0.3608
10749600,0.684,7.240,0.2067
10753200,0.683,7.240,0.0021
10756800,0.683,7.240,-0.2014
10760400,0.683,7.240,-0.3532
10764000,0.683,7.239,-0.4158
10767600,0.683,7.239,-0.3742
10771200,0.682,7.239,-0.2395
10774800,0.682,7.239,-0.0458
10778400,0.682,7.239,0.1581
10782000,0.682,7.238,0.3214
10785600,0.682,7.238,0.4036
10789200,0.681,7.238,0.3845
10792800,0.681,7.238,0.2695
10796400,0.681,7.238,0.0877
10800000,0.681,7.238,-0.1153
10803600,0.680,7.237,-0.2886
10807200,0.680,7.237,-0.3891
10810800,0.680,7.237,-0.3921
10814400,0.680,7.237,-0.2970
10818000,0.680,7.237,-0.1279
10821600,0.679,7.236,0.0727
10825200,0.679,7.236,0.2547
10828800,0.679,7.236,0.3727
10832400,0.679,7.236,0.3972
10836000,0.679,7.236,0.3223
10839600,0.678,7.235,0.1668
10843200,0.678,7.235,-0.0303
10846800,0.678,7.235,-0.2198
10850400,0.678,7.235,-0.3542
